birth,car,city,class,class_10_after,class_10_before,class_14,county,daughter,depression,edu,equity,f_birth,f_edu,f_political,f_work_14,family_income,family_m,family_status,floor_area,gender,happiness,health,health_problem,height_cm,house,hukou,hukou_loc,inc_ability,inc_exp,income,insur_1,insur_2,insur_3,insur_4,invest_0,invest_1,invest_2,invest_3,invest_4,invest_5,invest_6,invest_7,invest_8,invest_other,join_party,learn,leisure_1,leisure_10,leisure_11,leisure_12,leisure_2,leisure_3,leisure_4,leisure_5,leisure_6,leisure_7,leisure_8,leisure_9,m_birth,m_edu,m_political,m_work_14,marital,marital_1st,marital_now,media_1,media_2,media_3,media_4,media_5,media_6,minor_child,nationality,neighbor_familiarity,political,property_0,property_1,property_2,property_3,property_4,property_5,property_6,property_7,property_8,property_other,province,public_service_1,public_service_2,public_service_3,public_service_4,public_service_5,public_service_6,public_service_7,public_service_8,public_service_9,relax,religion,religion_freq,s_birth,s_edu,s_hukou,s_income,s_political,s_work_exper,s_work_status,s_work_type,socia_outing,social_friend,social_neighbor,socialize,son,status_3_before,status_peer,survey_type,trust_1,trust_10,trust_11,trust_12,trust_13,trust_2,trust_3,trust_4,trust_5,trust_6,trust_7,trust_8,trust_9,view,weight_jin,work_exper,work_manage,work_status,work_type,work_yr,age
1950,2,64,4,-8,4,6,102,0,2,6,4,-2,1,1,2,5000.0,2,2,90.0,2,2.0,3,4,158,-1,1,1.0,3,20000.0,5000,1,2,2,2,0,1,0,0,0,0,0,0,0,0,0,1,2,5,5,5,5,3,5,5,4,4,5,2,-2,1,1,2,3,1970.0,1970.0,1,1,1,3,1,1,0.0,1,4,1,0,0,0,0,0,0,0,0,1,0,21,90,60.0,40,60,30.0,50,50,30,70,3,1,1,1950.0,4.0,1.0,0.0,1.0,2.0,0.0,0.0,1,5.0,5.0,2,2,2,3,1,5,-8,-8,-8,2,-8,-8,-8,5,4,2,4,3,4,120,1,3.0,5.0,1.0,38.0,65
1951,2,40,3,3,3,3,71,1,4,6,2,1931,1,1,1,40000.0,3,2,43.0,1,3.0,4,4,172,1,5,1.0,3,5000.0,30000,1,2,2,2,0,1,0,0,0,0,0,0,0,0,1,4,1,5,4,1,5,4,1,5,4,4,5,5,1931,1,1,12,3,1980.0,1980.0,5,1,1,4,5,4,0.0,1,2,4,0,1,0,0,0,0,0,0,0,0,15,80,60.0,50,50,70.0,80,80,80,80,2,1,1,1960.0,7.0,4.0,10000.0,1.0,1.0,3.0,2.0,1,6.0,7.0,2,0,2,3,1,4,2,-8,-8,1,4,4,4,5,5,2,4,4,4,140,1,1.0,3.0,1.0,46.0,64
1970,1,1,7,6,7,5,2,0,5,12,2,1940,12,4,1,1000000.0,2,4,130.0,1,5.0,5,5,170,1,2,1.0,2,1000000.0,500000,1,2,1,2,0,0,1,1,1,0,0,0,0,0,0,3,2,3,5,1,2,2,2,3,3,3,3,3,1943,12,4,1,3,1996.0,1996.0,4,4,4,4,4,4,0.0,1,2,1,0,1,1,0,0,0,0,0,0,0,1,70,70.0,70,70,70.0,70,70,70,70,3,1,1,1969.0,12.0,2.0,500000.0,1.0,1.0,3.0,1.0,3,2.0,7.0,2,0,2,1,1,-8,4,4,4,1,-8,-8,-8,5,3,3,5,4,3,120,1,2.0,3.0,1.0,22.0,45
1960,2,64,4,5,4,4,102,0,3,4,4,-2,3,1,2,20000.0,2,3,200.0,2,4.0,2,4,168,2,1,1.0,2,20000.0,10000,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,3,3,5,5,5,5,4,3,5,4,4,4,3,-2,1,1,2,3,1979.0,1979.0,2,2,2,3,1,2,0.0,1,5,1,0,0,0,1,0,0,0,0,0,0,21,80,60.0,80,50,60.0,90,-2,60,70,4,0,1,1961.0,3.0,1.0,10000.0,1.0,3.0,0.0,0.0,1,5.0,2.0,2,2,1,2,2,5,4,4,4,4,5,5,5,5,5,5,4,4,3,120,4,0.0,0.0,0.0,0.0,55
1953,2,62,4,7,1,1,98,0,2,1,4,-2,1,1,2,80000.0,6,2,400.0,1,4.0,4,4,160,1,1,1.0,3,50000.0,20000,1,2,2,2,0,1,0,0,0,0,0,0,0,0,0,1,1,5,5,4,4,2,2,4,4,2,5,5,-2,1,1,2,3,1977.0,1977.0,2,1,1,4,4,1,0.0,8,3,1,0,0,0,0,0,0,0,0,0,1,21,80,70.0,80,80,80.0,80,0,80,80,3,1,1,1953.0,1.0,1.0,9000.0,1.0,3.0,0.0,0.0,1,3.0,3.0,4,1,1,2,1,2,2,2,2,1,2,2,2,5,5,2,2,2,4,110,3,0.0,0.0,0.0,0.0,62
1952,2,79,5,7,2,2,119,1,5,4,4,-2,1,1,1,45600.0,4,3,67.0,2,4.0,2,5,162,2,5,2.0,2,60000.0,32400,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,1,1,5,5,5,5,3,4,5,4,4,2,5,-2,1,1,15,3,1975.0,1975.0,2,2,1,5,1,1,0.0,1,4,1,0,1,0,0,0,0,0,0,0,0,27,100,100.0,90,90,90.0,90,90,100,100,3,0,1,1952.0,4.0,4.0,13200.0,1.0,5.0,0.0,0.0,1,6.0,5.0,3,1,1,2,1,2,4,5,5,1,2,4,4,4,5,2,5,1,4,95,5,0.0,0.0,0.0,0.0,63
1990,2,52,3,5,3,4,85,0,5,10,4,1965,4,1,2,70000.0,4,2,400.0,1,4.0,5,5,170,1,1,2.0,2,50000.0,30000,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,1,1,5,5,2,3,5,5,5,4,2,5,5,1963,4,1,2,1,0.0,0.0,1,1,1,5,4,1,0.0,1,5,1,0,0,0,0,0,1,0,0,0,0,18,60,60.0,60,50,50.0,30,60,60,70,5,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,6.0,2,0,1,3,2,4,4,5,4,4,4,4,4,4,3,4,4,4,3,115,4,0.0,0.0,0.0,0.0,25
1944,2,47,5,7,4,4,79,3,4,9,4,-2,1,1,2,100000.0,2,3,135.0,1,4.0,4,4,171,1,2,2.0,2,10000.0,45000,1,2,2,2,0,1,0,0,0,0,0,0,0,0,1,4,1,5,5,4,4,3,1,3,4,3,3,3,1909,1,1,2,3,1963.0,1963.0,4,3,3,4,2,2,0.0,1,4,4,0,1,1,0,0,0,0,0,0,0,16,8,7.0,8,6,7.0,8,7,6,6,4,1,1,1949.0,1.0,1.0,0.0,1.0,4.0,0.0,0.0,2,4.0,3.0,3,0,2,2,1,4,3,3,3,2,4,4,4,4,4,3,4,3,4,128,1,3.0,3.0,1.0,50.0,71
1944,1,12,4,6,2,1,28,0,4,4,4,1916,1,1,9,800000.0,5,2,154.0,2,4.0,2,3,158,1,2,3.0,2,30000.0,16000,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,2,1,5,5,5,5,3,5,5,4,5,4,2,-2,1,1,9,3,1963.0,1963.0,1,1,4,5,1,1,0.0,1,2,1,0,1,1,0,0,0,0,0,0,0,6,80,85.0,80,80,80.0,85,80,80,80,4,1,1,1940.0,3.0,2.0,40000.0,4.0,5.0,0.0,0.0,1,7.0,7.0,2,3,1,2,1,4,4,-8,4,1,4,4,4,4,4,4,4,4,4,122,5,0.0,0.0,0.0,0.0,71
1974,1,1,5,-8,5,4,1,0,4,11,3,-3,6,1,1,70000.0,1,3,70.0,1,4.0,4,4,178,2,2,1.0,2,10000.0,70000,1,1,2,2,0,0,1,0,0,0,0,0,0,0,1,2,2,4,4,1,4,4,4,4,4,4,4,4,-3,6,1,1,3,-3.0,-3.0,3,2,2,4,5,2,0.0,1,3,4,0,0,0,0,1,0,0,0,0,0,1,50,40.0,10,30,30.0,50,50,50,50,3,1,1,1978.0,11.0,2.0,60000.0,1.0,1.0,3.0,1.0,3,6.0,6.0,2,1,2,2,1,4,3,3,3,2,4,3,3,4,4,3,4,2,4,160,1,3.0,3.0,1.0,19.0,41
1977,2,32,3,8,3,3,56,1,2,10,3,-2,-8,1,1,180000.0,3,2,78.0,2,2.0,3,-8,156,1,2,1.0,-8,120000.0,0,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,2,2,5,5,2,3,3,2,5,4,4,3,4,-2,6,1,-8,3,2003.0,2003.0,3,1,1,3,3,-8,1.0,1,3,1,0,0,1,0,0,0,0,0,0,0,12,-2,60.0,-2,60,-2.0,-2,-2,60,-2,3,1,1,1972.0,10.0,2.0,180000.0,4.0,1.0,3.0,1.0,1,3.0,3.0,3,0,2,3,1,3,3,-8,3,3,3,-8,-8,5,-8,-8,3,3,3,104,5,0.0,0.0,0.0,0.0,38
1978,2,86,2,3,2,1,129,0,5,4,1,-2,1,1,2,120000.0,2,1,60.0,1,4.0,5,5,178,1,1,1.0,3,40000.0,100000,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,1,1,5,5,5,5,3,5,5,4,4,4,5,-2,1,1,15,3,2002.0,2002.0,1,1,1,5,1,1,1.0,1,2,1,0,1,0,0,0,0,0,0,0,0,31,60,80.0,-2,-2,-2.0,70,70,-2,90,2,1,1,1980.0,3.0,1.0,10000.0,1.0,4.0,0.0,0.0,1,5.0,5.0,2,1,1,3,2,-8,-8,-8,-8,1,3,3,3,5,-8,3,-8,4,4,165,3,0.0,0.0,0.0,0.0,37
1976,2,48,5,5,4,4,80,0,5,3,4,-3,1,1,2,30000.0,5,2,70.0,2,5.0,2,3,160,1,1,1.0,2,50000.0,20000,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,1,2,5,5,5,5,5,4,5,4,5,5,5,-2,1,1,2,4,-3.0,2010.0,1,1,3,4,1,1,2.0,1,3,1,0,0,1,0,0,0,0,0,0,0,17,70,80.0,80,80,70.0,70,90,90,90,2,1,1,1979.0,3.0,1.0,10000.0,1.0,1.0,3.0,1.0,1,6.0,2.0,2,2,2,2,2,4,2,2,2,1,4,3,3,4,4,2,3,2,3,128,1,3.0,3.0,1.0,1.0,39
1961,2,84,5,6,4,2,127,1,4,6,4,1935,1,1,2,30000.0,2,3,100.0,1,4.0,4,4,168,1,1,1.0,2,40000.0,30000,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,3,1,5,5,5,5,2,3,5,4,4,5,3,-2,1,1,2,3,1983.0,1983.0,2,1,1,5,1,1,0.0,1,5,1,0,1,0,0,0,0,0,0,0,0,29,70,70.0,80,80,80.0,80,80,80,80,4,1,1,1963.0,4.0,1.0,0.0,1.0,3.0,0.0,0.0,2,5.0,2.0,4,1,1,2,2,4,-8,-8,-8,2,4,4,4,4,-8,3,5,4,5,130,2,0.0,0.0,0.0,0.0,54
1939,2,65,4,4,2,2,104,1,2,4,1,1901,1,1,3,30000.0,1,2,56.0,2,1.0,2,1,155,1,2,1.0,3,50000.0,30000,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,2,1,5,5,5,5,3,2,4,4,4,5,5,-2,1,1,2,6,1965.0,0.0,1,1,1,5,1,1,0.0,1,2,1,0,1,0,0,0,0,0,0,0,0,22,89,89.0,90,88,85.0,90,86,84,87,4,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7.0,7.0,2,2,1,3,1,2,2,2,2,1,2,2,2,2,2,2,2,2,5,105,5,0.0,0.0,0.0,0.0,76
1971,1,10,1,1,1,1,26,0,3,4,4,-2,1,1,2,100000.0,2,3,70.0,2,4.0,3,3,164,2,1,1.0,2,-2.0,20000,1,2,2,2,0,1,0,0,0,0,0,0,0,0,0,1,2,5,5,5,5,5,5,5,4,4,5,5,-2,1,1,2,3,1989.0,1989.0,1,1,1,3,1,1,0.0,1,5,1,0,0,0,0,0,0,0,1,0,0,5,80,90.0,-2,70,80.0,80,70,80,70,4,1,1,1969.0,4.0,1.0,80000.0,1.0,3.0,0.0,0.0,5,5.0,5.0,2,1,2,2,2,4,-8,-8,-8,1,4,4,4,4,-8,2,-8,4,4,165,3,0.0,0.0,0.0,0.0,44
1990,2,39,5,8,3,2,70,0,5,13,2,1965,3,1,3,100000.0,3,3,170.0,1,4.0,5,5,170,1,1,1.0,2,200000.0,7000,1,2,2,2,0,1,0,0,0,0,0,0,0,0,1,4,2,5,5,1,4,4,2,4,4,2,2,2,1967,4,1,2,1,0.0,0.0,1,1,3,2,5,3,0.0,1,4,4,0,0,0,0,1,0,0,0,0,0,15,50,50.0,40,0,0.0,50,40,60,60,3,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2.0,2.0,4,0,1,2,1,5,3,-8,4,3,4,5,4,4,4,3,4,4,3,116,1,3.0,9.0,2.0,1.0,25
1986,2,79,4,6,2,2,119,0,4,3,2,1964,4,1,1,60000.0,1,3,70.0,2,4.0,3,4,165,0,1,3.0,3,100000.0,60000,1,2,2,2,0,1,0,0,0,0,0,0,0,0,0,1,1,5,4,1,5,4,5,5,4,5,1,1,1966,3,1,15,1,0.0,0.0,2,1,1,3,4,4,0.0,1,2,1,0,0,0,0,0,0,0,0,1,0,27,60,50.0,50,60,50.0,50,50,60,50,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2.0,1.0,4,0,1,2,1,4,3,2,4,1,3,4,3,4,4,2,4,2,3,100,1,3.0,3.0,1.0,8.0,29
1956,2,17,4,4,3,2,33,1,4,3,4,-2,1,1,2,3000.0,2,3,210.0,2,4.0,3,3,159,1,1,1.0,2,10000.0,1000,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,1,1,5,5,5,5,4,5,5,3,2,5,1,1935,1,1,2,3,1978.0,1978.0,1,1,1,5,1,1,0.0,1,5,1,0,1,1,0,0,0,0,0,0,0,6,80,80.0,80,80,80.0,80,80,80,80,4,1,1,1952.0,2.0,1.0,2000.0,1.0,3.0,0.0,0.0,1,3.0,3.0,4,1,2,2,2,5,5,-8,-8,2,5,5,5,5,-8,3,-8,5,3,115,3,0.0,0.0,0.0,0.0,59
1972,2,6,4,7,3,2,13,0,3,4,4,1951,3,1,2,50000.0,4,3,100.0,1,4.0,4,4,175,1,1,1.0,2,70000.0,40000,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,1,2,5,5,2,5,3,3,5,4,4,5,3,1952,3,1,2,3,1997.0,1997.0,2,2,1,4,3,1,2.0,1,4,1,0,0,1,0,0,0,0,0,0,0,3,50,50.0,65,70,50.0,50,70,20,30,4,1,1,1972.0,4.0,1.0,20000.0,1.0,2.0,0.0,0.0,2,3.0,2.0,3,2,2,2,2,4,4,4,4,2,4,4,4,4,4,4,2,2,4,180,2,0.0,0.0,0.0,0.0,43
1965,2,63,1,3,1,1,99,1,4,6,3,-2,1,1,2,15000.0,3,2,75.0,1,4.0,5,5,175,1,1,1.0,-8,24000.0,15000,1,2,2,2,0,1,0,0,0,0,0,0,0,0,0,5,1,5,3,5,5,4,1,5,5,5,5,3,1934,1,1,2,3,1986.0,1986.0,5,5,5,5,1,1,0.0,1,5,2,0,0,1,0,0,0,0,0,0,0,21,90,90.0,75,75,85.0,75,80,90,70,5,1,1,1966.0,3.0,1.0,0.0,1.0,4.0,0.0,0.0,1,3.0,2.0,1,1,-8,3,1,5,4,-8,4,1,4,4,4,5,5,5,5,5,4,140,4,0.0,0.0,0.0,0.0,50
1985,1,29,5,8,5,6,52,0,5,13,4,1962,11,4,1,500000.0,2,3,130.0,1,5.0,5,4,172,2,5,4.0,2,200000.0,200000,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,4,2,4,5,1,2,2,1,4,3,2,5,2,1963,11,4,1,3,2015.0,2015.0,2,2,3,3,5,1,0.0,1,3,1,0,1,0,0,0,0,0,0,0,0,11,60,60.0,60,60,60.0,60,60,60,60,3,1,1,1985.0,12.0,5.0,200000.0,1.0,1.0,3.0,1.0,4,2.0,6.0,4,0,1,2,1,4,3,3,4,1,3,-8,-8,5,3,2,4,2,4,120,1,3.0,3.0,1.0,5.0,30
1987,2,76,5,7,4,4,116,0,5,6,4,-2,3,1,2,60000.0,3,3,40.0,2,4.0,5,5,150,1,1,2.0,-8,100000.0,0,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0,2,2,5,4,4,5,2,2,5,4,2,2,5,1960,3,1,2,3,2011.0,2011.0,2,4,2,4,3,1,1.0,1,3,1,0,0,0,0,0,1,0,0,0,0,26,-2,70.0,70,75,77.0,60,70,80,70,2,1,1,1987.0,6.0,1.0,60000.0,1.0,1.0,3.0,1.0,2,3.0,2.0,1,1,2,2,1,3,2,-8,-8,2,3,3,3,4,3,3,2,2,4,85,5,0.0,0.0,0.0,0.0,28
1973,1,32,2,5,2,1,55,0,5,10,4,1935,10,4,1,200000.0,3,2,115.0,2,4.0,5,5,160,0,2,2.0,2,-2.0,100000,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,4,5,5,4,1,2,2,1,2,2,4,1,1,1937,10,1,1,3,1998.0,1998.0,3,4,1,1,5,1,1.0,1,3,4,0,0,0,0,0,0,0,0,1,0,12,60,70.0,30,50,60.0,50,20,60,70,4,1,1,1971.0,12.0,2.0,100000.0,1.0,1.0,3.0,1.0,6,2.0,7.0,4,1,3,3,1,1,1,-8,1,1,1,-8,-8,1,3,1,1,1,-8,100,1,2.0,3.0,1.0,21.0,42
1946,1,57,5,5,5,3,93,2,5,7,2,1908,1,1,2,150000.0,6,3,115.0,2,4.0,4,-8,167,1,5,1.0,-8,-2.0,38400,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,2,1,5,5,5,5,4,1,5,3,4,4,1,1913,1,1,2,3,1971.0,1971.0,5,3,1,5,1,5,0.0,1,4,1,0,0,1,0,0,0,0,0,0,0,19,90,90.0,-2,90,95.0,90,90,90,90,5,1,1,1948.0,3.0,1.0,-1.0,1.0,5.0,0.0,0.0,1,2.0,2.0,3,0,2,1,2,5,-8,-8,-8,3,5,-8,-8,5,5,-8,5,-8,5,140,5,0.0,0.0,0.0,0.0,69
1971,2,69,2,1,1,1,109,0,2,3,5,1930,1,1,2,2000.0,2,1,100.0,1,4.0,1,1,169,1,1,1.0,3,15000.0,2000,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,1,1,5,5,5,5,3,5,5,4,4,3,4,1934,1,1,15,6,1996.0,0.0,2,1,1,4,1,1,0.0,1,4,1,0,0,0,0,1,0,0,0,0,0,23,90,20.0,20,40,30.0,10,20,30,40,4,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5.0,3.0,2,0,3,3,2,5,2,5,3,1,5,5,4,5,2,1,3,1,4,110,3,0.0,0.0,0.0,0.0,44
1962,1,27,5,6,4,3,49,0,4,4,4,1943,3,1,1,-3.0,2,3,76.0,1,4.0,4,4,158,1,2,1.0,2,50000.0,42000,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,1,1,5,5,5,5,4,5,5,4,4,5,1,1941,1,1,15,3,1981.0,1981.0,1,1,1,5,1,1,0.0,1,3,1,0,1,0,0,0,0,0,0,0,0,10,60,45.0,75,50,30.0,50,50,60,65,3,1,1,1962.0,4.0,2.0,-3.0,1.0,1.0,3.0,1.0,1,5.0,5.0,3,1,2,2,1,3,4,-8,3,1,3,-8,-8,5,4,3,4,4,4,115,5,0.0,0.0,0.0,0.0,53
1963,2,27,6,7,3,1,50,1,2,3,3,-2,1,1,2,24000.0,4,3,100.0,2,5.0,3,2,160,1,1,1.0,-8,200000.0,8000,1,2,2,2,0,1,0,0,0,0,0,0,0,0,0,1,2,5,5,5,5,3,5,5,4,5,2,3,-2,1,1,2,6,-2.0,0.0,1,1,1,3,1,1,0.0,1,4,1,0,0,0,0,0,0,0,0,1,0,10,40,50.0,30,20,10.0,20,4,40,10,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,2.0,2,1,2,3,1,4,-8,-8,-8,1,2,4,4,5,-8,4,5,5,5,136,2,0.0,0.0,0.0,0.0,52
1963,2,18,1,4,1,1,40,0,4,6,4,-2,1,1,1,37200.0,3,2,37.0,2,4.0,4,4,160,1,2,1.0,3,50000.0,24000,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,3,1,5,5,5,4,3,2,5,2,2,2,1,-2,1,1,1,3,1986.0,1986.0,3,3,4,4,1,1,0.0,1,2,1,0,0,1,0,0,0,0,0,0,0,7,70,60.0,80,70,60.0,50,60,79,80,4,1,1,1961.0,6.0,2.0,12000.0,1.0,1.0,3.0,1.0,1,3.0,7.0,2,1,2,3,1,4,3,-8,-8,1,3,-8,-8,4,4,3,3,2,3,130,5,0.0,0.0,0.0,0.0,52
1995,2,62,5,-8,4,3,98,0,4,4,3,1974,4,1,2,70000.0,3,4,60.0,1,4.0,4,4,168,1,1,1.0,2,-2.0,20000,1,2,2,2,0,1,0,0,0,0,0,0,0,0,0,2,1,5,5,1,4,4,4,5,4,3,2,4,1974,4,1,9,1,0.0,0.0,1,1,1,4,4,3,0.0,8,5,-8,0,0,0,0,0,0,0,0,1,0,21,70,50.0,60,60,50.0,50,60,70,70,3,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.0,1.0,3,0,1,2,1,3,-8,-8,-8,2,3,3,3,4,4,2,4,3,3,126,1,3.0,2.0,1.0,5.0,20
1988,2,36,1,1,1,1,66,0,2,3,2,1925,3,1,2,30000.0,6,3,300.0,1,2.0,2,2,156,1,1,1.0,2,20000.0,14000,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,1,1,5,5,5,5,5,5,5,3,1,5,5,1928,3,1,2,1,0.0,0.0,1,1,1,5,1,1,0.0,8,5,1,0,1,0,0,0,0,0,1,0,0,13,60,60.0,60,60,60.0,70,60,60,60,2,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,4,0,2,3,2,5,-8,-8,-8,2,5,5,5,5,-8,3,-8,5,3,100,6,0.0,0.0,0.0,0.0,27
1971,2,39,2,2,2,1,70,1,4,3,4,-2,1,1,2,-3.0,3,3,100.0,2,4.0,4,4,170,1,1,1.0,2,-2.0,-3,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,2,3,3,5,3,4,3,4,4,3,3,3,4,-2,2,1,2,3,1994.0,1994.0,2,1,2,2,4,1,0.0,1,4,1,0,1,1,0,0,0,0,0,0,0,15,50,50.0,40,40,50.0,40,40,40,50,2,1,1,1971.0,3.0,1.0,-3.0,1.0,3.0,0.0,0.0,3,3.0,3.0,3,0,2,2,1,4,3,3,3,3,4,4,4,5,5,3,5,5,2,160,3,0.0,0.0,0.0,0.0,44
1978,2,43,5,5,3,3,74,0,4,4,3,1948,3,1,2,100000.0,3,4,230.0,1,3.0,4,4,180,1,1,1.0,2,130000.0,100000,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,2,2,2,5,1,4,2,3,4,4,4,4,3,1951,4,1,2,3,2002.0,2002.0,3,3,2,4,2,3,1.0,1,4,1,0,1,0,0,0,0,0,0,0,0,15,60,65.0,70,70,65.0,55,70,70,70,3,1,1,1978.0,6.0,1.0,0.0,1.0,5.0,0.0,0.0,1,3.0,2.0,3,1,2,2,2,4,3,3,3,2,4,3,3,5,3,4,4,4,4,240,1,3.0,3.0,2.0,10.0,37
1964,2,64,8,10,6,3,100,0,4,4,3,1935,1,1,2,50000.0,2,2,310.0,2,4.0,4,5,155,1,1,1.0,-8,100000.0,0,1,2,2,2,0,1,0,0,0,0,0,0,0,0,0,1,1,5,5,5,5,5,5,5,5,3,3,5,1938,1,1,2,3,1984.0,1984.0,1,1,1,5,1,1,0.0,1,4,1,0,1,1,0,0,0,0,0,0,0,21,70,60.0,80,100,80.0,60,60,60,80,3,1,1,1966.0,3.0,1.0,40000.0,1.0,1.0,3.0,1.0,1,1.0,2.0,5,1,1,3,2,4,-8,-8,-8,2,4,2,2,4,2,2,2,2,3,130,6,0.0,0.0,0.0,0.0,51
1941,2,46,4,4,3,2,78,3,5,1,4,-2,1,-8,16,2500.0,2,3,260.0,2,4.0,5,5,155,1,1,2.0,3,5000.0,2000,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,1,1,5,5,5,5,3,5,5,4,4,5,5,1925,-8,1,2,3,1961.0,1961.0,1,1,1,4,1,1,0.0,1,5,1,0,0,0,1,0,0,0,0,0,0,16,100,100.0,100,100,100.0,100,100,90,100,4,1,3,1938.0,3.0,1.0,500.0,1.0,4.0,0.0,0.0,2,5.0,2.0,4,2,2,2,2,5,-8,-8,-8,4,5,5,5,5,-8,4,-8,4,4,80,3,0.0,0.0,0.0,0.0,74
1992,2,16,6,7,2,2,32,0,4,6,3,1968,4,1,9,-2.0,2,3,30.0,1,3.0,4,4,167,1,1,1.0,3,40000.0,42000,1,2,2,2,0,1,0,0,0,0,0,0,0,0,1,1,2,4,4,2,2,2,4,5,2,4,4,4,1970,4,1,10,1,0.0,0.0,1,1,1,4,3,2,0.0,1,4,4,0,0,0,0,0,0,0,0,1,0,6,70,80.0,70,70,80.0,90,80,90,80,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,4.0,3,0,1,2,1,4,3,-8,3,2,3,3,2,3,3,2,2,2,4,110,1,1.0,3.0,1.0,5.0,23
1961,2,25,8,10,5,1,47,2,4,4,4,1917,1,1,16,60000.0,3,2,260.0,1,5.0,3,4,168,1,1,1.0,1,50000.0,30000,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,4,1,5,5,5,5,5,1,5,2,1,1,5,1929,1,4,2,3,1986.0,1986.0,4,4,4,4,1,1,0.0,1,5,1,0,1,0,0,0,0,0,0,0,0,10,90,60.0,80,80,60.0,80,100,60,90,4,1,1,1964.0,4.0,4.0,30000.0,1.0,1.0,2.0,1.0,4,3.0,2.0,2,0,1,2,1,4,-8,-8,-8,1,4,4,4,5,4,3,4,2,4,115,1,3.0,5.0,1.0,20.0,54
1969,2,61,4,5,3,3,97,0,4,3,4,1935,-8,1,2,40000.0,3,3,180.0,1,4.0,4,5,170,1,1,1.0,3,80000.0,35000,1,2,2,2,0,1,0,0,0,0,0,0,0,0,0,2,3,4,4,4,4,1,4,4,4,2,3,4,1942,2,1,2,3,1995.0,1995.0,2,2,1,3,3,1,0.0,1,5,1,0,1,0,0,0,0,0,0,0,0,21,85,70.0,75,70,70.0,70,70,85,85,4,1,1,1971.0,3.0,1.0,500.0,1.0,4.0,0.0,0.0,2,1.0,1.0,4,1,1,2,2,4,3,3,3,3,4,4,4,4,4,4,4,4,4,140,1,3.0,5.0,1.0,6.0,46
1976,2,67,3,3,3,3,107,0,3,1,3,-2,1,1,2,40000.0,2,3,16.0,1,3.0,3,3,170,0,1,1.0,2,60000.0,30000,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,2,1,5,5,5,5,5,5,5,5,2,5,5,-2,1,1,2,3,-2.0,-2.0,1,1,1,3,1,1,0.0,1,3,1,0,0,0,0,0,0,0,0,1,0,22,70,70.0,70,70,70.0,70,70,70,70,3,1,1,1977.0,1.0,1.0,0.0,1.0,6.0,0.0,0.0,2,2.0,2.0,3,0,2,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,140,1,4.0,8.0,2.0,-2.0,39
1989,2,57,5,7,2,1,93,0,3,10,2,1966,4,1,4,120000.0,1,1,70.0,1,3.0,4,3,178,-1,4,1.0,2,500000.0,70000,1,2,1,2,0,1,0,0,0,0,0,0,0,0,1,3,4,4,4,1,4,4,4,4,4,4,2,3,1967,3,1,4,1,0.0,0.0,2,2,2,2,-8,2,0.0,1,1,4,0,0,0,0,0,0,0,0,1,0,19,60,70.0,40,60,70.0,70,70,60,60,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3.0,6.0,2,0,2,2,1,4,4,-8,5,3,4,-8,-8,5,4,3,4,4,4,140,1,1.0,1.0,1.0,4.0,26
